text,label
"Scikit-learn, SOC Analysis and have worked on related projects.","Scikit-learn, SOC Analysis"
"Ansible, Time Management and have worked on related projects.","Ansible, Time Management"
"Leadership, Go, Azure and have worked on related projects.","Leadership, Go, Azure"
"Scikit-learn, Leadership, C++ and have worked on related projects.","Scikit-learn, Leadership, C++"
"Ansible, Machine Learning, SOC Analysis, Problem Solving and have worked on related projects.","Ansible, Machine Learning, SOC Analysis, Problem Solving"
"Problem Solving, CI/CD, Ruby and have worked on related projects.","Problem Solving, CI/CD, Ruby"
"Deep Learning, Jenkins, Teamwork, Ethical Hacking and have worked on related projects.","Deep Learning, Jenkins, Teamwork, Ethical Hacking"
"SIEM, GCP, Machine Learning, Leadership and have worked on related projects.","SIEM, GCP, Machine Learning, Leadership"
"Pandas, Jenkins, Communication and have worked on related projects.","Pandas, Jenkins, Communication"
"Teamwork, SIEM and have worked on related projects.","Teamwork, SIEM"
"Ansible, Leadership and have worked on related projects.","Ansible, Leadership"
"Python, SOC Analysis and have worked on related projects.","Python, SOC Analysis"
"SOC Analysis, Terraform, Ruby, Scikit-learn and have worked on related projects.","SOC Analysis, Terraform, Ruby, Scikit-learn"
"Scikit-learn, C++ and have worked on related projects.","Scikit-learn, C++"
"Communication, Penetration Testing, PHP and have worked on related projects.","Communication, Penetration Testing, PHP"
"Terraform, TensorFlow, SIEM and have worked on related projects.","Terraform, TensorFlow, SIEM"
"Leadership, Ethical Hacking, PyTorch, Docker and have worked on related projects.","Leadership, Ethical Hacking, PyTorch, Docker"
"Communication, TensorFlow, Ethical Hacking, CI/CD and have worked on related projects.","Communication, TensorFlow, Ethical Hacking, CI/CD"
"Swift, Deep Learning and have worked on related projects.","Swift, Deep Learning"
"PyTorch, Jenkins, Ethical Hacking, SQL and have worked on related projects.","PyTorch, Jenkins, Ethical Hacking, SQL"
"Leadership, Machine Learning, Penetration Testing, Kubernetes and have worked on related projects.","Leadership, Machine Learning, Penetration Testing, Kubernetes"
"SOC Analysis, Ruby, PyTorch and have worked on related projects.","SOC Analysis, Ruby, PyTorch"
"C++, Communication, SIEM and have worked on related projects.","C++, Communication, SIEM"
"Network Security, Kubernetes and have worked on related projects.","Network Security, Kubernetes"
"Leadership, Deep Learning, Terraform, Go and have worked on related projects.","Leadership, Deep Learning, Terraform, Go"
"SIEM, Pandas, AWS, Java and have worked on related projects.","SIEM, Pandas, AWS, Java"
"Leadership, Machine Learning and have worked on related projects.","Leadership, Machine Learning"
"Time Management, TensorFlow, SQL and have worked on related projects.","Time Management, TensorFlow, SQL"
"Network Security, Problem Solving and have worked on related projects.","Network Security, Problem Solving"
"Azure, TensorFlow and have worked on related projects.","Azure, TensorFlow"
"Penetration Testing, Docker, Problem Solving, JavaScript and have worked on related projects.","Penetration Testing, Docker, Problem Solving, JavaScript"
"SIEM, Time Management, Ansible and have worked on related projects.","SIEM, Time Management, Ansible"
"Go, Scikit-learn, CI/CD and have worked on related projects.","Go, Scikit-learn, CI/CD"
"AWS, Penetration Testing, Scikit-learn, Python and have worked on related projects.","AWS, Penetration Testing, Scikit-learn, Python"
"Python, CI/CD and have worked on related projects.","Python, CI/CD"
"PHP, TensorFlow and have worked on related projects.","PHP, TensorFlow"
"Problem Solving, GCP and have worked on related projects.","Problem Solving, GCP"
"SIEM, CI/CD and have worked on related projects.","SIEM, CI/CD"
"Swift, Time Management, Network Security and have worked on related projects.","Swift, Time Management, Network Security"
"Azure, TensorFlow and have worked on related projects.","Azure, TensorFlow"
"Pandas, Java, Jenkins and have worked on related projects.","Pandas, Java, Jenkins"
"Machine Learning, SOC Analysis and have worked on related projects.","Machine Learning, SOC Analysis"
"Ethical Hacking, AWS and have worked on related projects.","Ethical Hacking, AWS"
"SIEM, Java, TensorFlow, Azure and have worked on related projects.","SIEM, Java, TensorFlow, Azure"
"Ruby, Docker and have worked on related projects.","Ruby, Docker"
"SIEM, Machine Learning and have worked on related projects.","SIEM, Machine Learning"
"Pandas, Go, Communication and have worked on related projects.","Pandas, Go, Communication"
"Ethical Hacking, PyTorch, Terraform, Communication and have worked on related projects.","Ethical Hacking, PyTorch, Terraform, Communication"
"Jenkins, SOC Analysis and have worked on related projects.","Jenkins, SOC Analysis"
"Python, AWS and have worked on related projects.","Python, AWS"
"Jenkins, Penetration Testing, Pandas, Problem Solving and have worked on related projects.","Jenkins, Penetration Testing, Pandas, Problem Solving"
"PHP, Scikit-learn and have worked on related projects.","PHP, Scikit-learn"
"Terraform, Deep Learning, Communication and have worked on related projects.","Terraform, Deep Learning, Communication"
"Pandas, Teamwork, Network Security, Kubernetes and have worked on related projects.","Pandas, Teamwork, Network Security, Kubernetes"
"SIEM, Go and have worked on related projects.","SIEM, Go"
"SQL, Pandas, Ansible and have worked on related projects.","SQL, Pandas, Ansible"
"Jenkins, Leadership, Swift and have worked on related projects.","Jenkins, Leadership, Swift"
"TensorFlow, Communication, SQL and have worked on related projects.","TensorFlow, Communication, SQL"
"Time Management, SIEM and have worked on related projects.","Time Management, SIEM"
"AWS, SQL and have worked on related projects.","AWS, SQL"
"SOC Analysis, Swift, Docker, PyTorch and have worked on related projects.","SOC Analysis, Swift, Docker, PyTorch"
"CI/CD, Network Security, Machine Learning, Go and have worked on related projects.","CI/CD, Network Security, Machine Learning, Go"
"Swift, Scikit-learn, Network Security and have worked on related projects.","Swift, Scikit-learn, Network Security"
"Communication, SOC Analysis, Docker, PHP and have worked on related projects.","Communication, SOC Analysis, Docker, PHP"
"Teamwork, Scikit-learn and have worked on related projects.","Teamwork, Scikit-learn"
"Deep Learning, Python, Teamwork and have worked on related projects.","Deep Learning, Python, Teamwork"
"Leadership, Pandas and have worked on related projects.","Leadership, Pandas"
"Kubernetes, Machine Learning, Network Security and have worked on related projects.","Kubernetes, Machine Learning, Network Security"
"Leadership, PyTorch, Kotlin and have worked on related projects.","Leadership, PyTorch, Kotlin"
"SOC Analysis, Docker, Go, Leadership and have worked on related projects.","SOC Analysis, Docker, Go, Leadership"
"Kotlin, CI/CD, Problem Solving, Machine Learning and have worked on related projects.","Kotlin, CI/CD, Problem Solving, Machine Learning"
"Jenkins, TensorFlow, Ethical Hacking and have worked on related projects.","Jenkins, TensorFlow, Ethical Hacking"
"Penetration Testing, CI/CD, Leadership and have worked on related projects.","Penetration Testing, CI/CD, Leadership"
"Leadership, AWS, Deep Learning and have worked on related projects.","Leadership, AWS, Deep Learning"
"SOC Analysis, Problem Solving and have worked on related projects.","SOC Analysis, Problem Solving"
"Communication, PyTorch and have worked on related projects.","Communication, PyTorch"
"Machine Learning, Teamwork, Kotlin and have worked on related projects.","Machine Learning, Teamwork, Kotlin"
"Problem Solving, Ethical Hacking and have worked on related projects.","Problem Solving, Ethical Hacking"
"Communication, Docker, Scikit-learn and have worked on related projects.","Communication, Docker, Scikit-learn"
"Leadership, Ethical Hacking, Deep Learning and have worked on related projects.","Leadership, Ethical Hacking, Deep Learning"
"Jenkins, Teamwork, Scikit-learn, Ethical Hacking and have worked on related projects.","Jenkins, Teamwork, Scikit-learn, Ethical Hacking"
"GCP, SIEM, Kotlin and have worked on related projects.","GCP, SIEM, Kotlin"
"Scikit-learn, Time Management and have worked on related projects.","Scikit-learn, Time Management"
"JavaScript, Jenkins, SIEM, Deep Learning and have worked on related projects.","JavaScript, Jenkins, SIEM, Deep Learning"
"Communication, Python, Kubernetes, PyTorch and have worked on related projects.","Communication, Python, Kubernetes, PyTorch"
"SQL, Machine Learning and have worked on related projects.","SQL, Machine Learning"
"SIEM, Pandas, PHP, Problem Solving and have worked on related projects.","SIEM, Pandas, PHP, Problem Solving"
"TensorFlow, Teamwork, Network Security, Docker and have worked on related projects.","TensorFlow, Teamwork, Network Security, Docker"
"Scikit-learn, Docker, C++ and have worked on related projects.","Scikit-learn, Docker, C++"
"GCP, Pandas, SIEM and have worked on related projects.","GCP, Pandas, SIEM"
"Communication, Kubernetes and have worked on related projects.","Communication, Kubernetes"
"Communication, Terraform, SIEM, Machine Learning and have worked on related projects.","Communication, Terraform, SIEM, Machine Learning"
"Penetration Testing, Terraform and have worked on related projects.","Penetration Testing, Terraform"
"Leadership, Ethical Hacking, JavaScript and have worked on related projects.","Leadership, Ethical Hacking, JavaScript"
"Penetration Testing, C++, Deep Learning, AWS and have worked on related projects.","Penetration Testing, C++, Deep Learning, AWS"
"GCP, C++, Time Management, PyTorch and have worked on related projects.","GCP, C++, Time Management, PyTorch"
"Kubernetes, Teamwork, SIEM and have worked on related projects.","Kubernetes, Teamwork, SIEM"
"Ansible, Ethical Hacking and have worked on related projects.","Ansible, Ethical Hacking"
"Penetration Testing, Teamwork and have worked on related projects.","Penetration Testing, Teamwork"
"PyTorch, Time Management, Penetration Testing, PHP and have worked on related projects.","PyTorch, Time Management, Penetration Testing, PHP"
"Pandas, Leadership, Go and have worked on related projects.","Pandas, Leadership, Go"
"TensorFlow, Leadership, SQL and have worked on related projects.","TensorFlow, Leadership, SQL"
"Kubernetes, SIEM, PyTorch and have worked on related projects.","Kubernetes, SIEM, PyTorch"
"JavaScript, AWS and have worked on related projects.","JavaScript, AWS"
"Azure, Network Security, C++, TensorFlow and have worked on related projects.","Azure, Network Security, C++, TensorFlow"
"Terraform, JavaScript and have worked on related projects.","Terraform, JavaScript"
"Network Security, Ansible and have worked on related projects.","Network Security, Ansible"
"SIEM, Scikit-learn and have worked on related projects.","SIEM, Scikit-learn"
"SOC Analysis, Leadership, Go and have worked on related projects.","SOC Analysis, Leadership, Go"
"SIEM, Swift and have worked on related projects.","SIEM, Swift"
"SQL, Penetration Testing and have worked on related projects.","SQL, Penetration Testing"
"Network Security, Java, Deep Learning, Problem Solving and have worked on related projects.","Network Security, Java, Deep Learning, Problem Solving"
"Terraform, Teamwork and have worked on related projects.","Terraform, Teamwork"
"Ruby, Scikit-learn, Leadership and have worked on related projects.","Ruby, Scikit-learn, Leadership"
